"ID","Name","State","Public","Avg.SAT","Avg.ACT","Applied","Accepted","Size","Out.Tuition","Spending"
3604,"Rice University","TX",2,NA,NA,7935,1514,2674,9950,22836
3606,"Sam Houston State University","TX",1,NA,21,4839,3549,8901,5130,4029
3610,"Schreiner College","TX",2,890,22,584,413,521,8955,8545
3613,"Southern Methodist University","TX",2,NA,NA,4301,3455,4892,12772,12726
3615,"Southwest Texas State University","TX",1,907,21,8532,5316,13806,4860,4056
3619,"Southwestern Adventist College","TX",2,814,21,321,318,620,7536,5309
3620,"Southwestern University","TX",2,1103,25,1244,912,1177,11850,12995
3621,"St. Edward's University","TX",2,921,22,1272,1012,1732,9428,7037
3623,"St. Mary's University of San Antonio","TX",2,970,22,1243,1020,2149,8678,7651
3624,"Stephen F. Austin State University","TX",1,939,21,5870,4461,9851,4860,3997
3625,"Sul Ross State University","TX",1,744,17,NA,NA,1535,3888,5478
3630,"Prairie View A. and M. University","TX",1,709,17,2405,2234,4564,4290,5967
3631,"Tarleton State University","TX",1,832,20,1195,1095,4856,4860,4242
3636,"Texas Christian University","TX",2,NA,NA,4095,3079,5064,8490,9158
3637,"Jarvis Christian College","TX",2,657,11,575,482,542,3750,NA
3638,"Texas College","TX",2,620,16,254,189,503,3605,4800
3639,"Texas A&M University at Kingsville","TX",1,NA,18,1822,1481,4455,NA,5049
3641,"Texas Lutheran College","TX",2,934,22,497,423,895,7850,7002
3642,"Texas Southern University","TX",1,810,19,4345,3245,5584,7860,3605
3644,"Texas Tech University","TX",1,982,23,6334,5051,16785,4860,5449
3645,"Texas Wesleyan University","TX",2,841,20,592,501,1204,6400,7936
3646,"Texas Woman's University","TX",1,NA,NA,989,777,3791,2279,6637
3647,"Trinity University","TX",2,1210,NA,2425,1818,2110,12240,14703
3651,"University of Dallas","TX",2,1143,26,681,588,1058,10760,8731
3652,"University of Houston-Main Campus","TX",1,984,22,6233,3990,15340,4104,6895
3654,"University of St. Thomas","TX",2,1060,26,374,280,995,8550,7237
3656,"University of Texas at Arlington","TX",1,940,21,3281,2559,10975,4422,4696
3658,"University of Texas at Austin","TX",1,1126,25,14752,9572,30017,5130,7837
3661,"University of Texas at El Paso","TX",1,NA,19,3528,2941,9551,4104,NA
3663,"Wayland Baptist University","TX",2,910,20,253,216,829,5100,6271
3665,"West Texas A&M University","TX",1,890,21,1950,1506,4111,4104,4717
6967,"Baylor University","TX",2,NA,NA,6075,5349,9919,6450,7503
9741,"University of Texas at Dallas","TX",1,1188,27,1089,780,2106,4536,9094
9930,"Univ. of Texas of the Permian Basin","TX",1,839,19,116,90,841,5130,5482
10115,"University of Texas at San Antonio","TX",1,907,21,4217,3100,9375,4104,4329
10298,"Texas A&M University at Galveston","TX",1,NA,NA,529,481,1206,4860,6415
10366,"Texas A&M Univ. at College Station","TX",1,1069,25,14474,10519,31643,5130,8471
12826,"University of Houston - Downtown","TX",1,NA,NA,1541,1541,3357,4104,4079
20648,"Ambassador University","TX",2,1009,NA,397,244,1083,2700,9434
3670,"Brigham Young University at Provo","UT",2,NA,NA,7365,5402,27378,2340,7916
3675,"University of Utah","UT",1,1027,24,5095,4491,13894,6857,9275
3677,"Utah State University","UT",1,1000,22,4281,3825,10657,5775,7462
3678,"Southern Utah University","UT",1,NA,NA,1685,1640,3684,4362,4703
3680,"Weber State University","UT",1,NA,21,2632,2509,8609,5148,5334
3681,"Westminster College of Salt Lake City","UT",2,NA,NA,917,720,979,8820,7170
3702,"Averett College","VA",2,893,NA,627,556,777,9925,6523
3703,"Bluefield College","VA",2,819,20,377,358,653,7150,6259
3704,"Bridgewater College","VA",2,NA,NA,838,673,881,10265,8655
3705,"College of William and Mary","VA",1,1240,NA,7117,3106,5186,11720,9534
3706,"Christopher Newport University","VA",1,870,NA,883,766,2910,7860,4639
3708,"Eastern Mennonite College","VA",2,NA,NA,486,440,903,9650,10188
3709,"Emory & Henry College","VA",2,930,23,765,646,809,8578,8061
3711,"Ferrum College","VA",2,819,NA,1339,1107,1051,9400,7967
3713,"Hampden - Sydney College","VA",2,1081,NA,817,644,945,13218,12263
3714,"Hampton University","VA",2,917,NA,7178,3755,4623,7161,6791
3715,"Hollins College","VA",2,1007,23,602,498,795,13470,13957
3719,"Longwood College","VA",1,952,23,2747,1870,2874,7920,5553
3720,"Lynchburg College","VA",2,NA,NA,1756,1500,1524,12450,8832
3721,"James Madison University","VA",1,1107,NA,11223,5285,9652,7994,5212
3723,"Mary Baldwin College","VA",2,929,NA,499,441,846,11200,10819
3724,"Marymount University","VA",2,907,NA,941,772,1247,11390,8575
3728,"Old Dominion University","VA",1,934,NA,4569,3110,8346,9464,6727
3732,"Radford University","VA",1,950,22,5702,4894,8077,6684,4519
3733,"Randolph-Macon College","VA",2,1016,NA,1771,1325,1071,13840,11080
3734,"Randolph-Macon Woman's College","VA",2,1019,25,696,616,653,13970,16358
3735,"Virginia Commonwealth University","VA",1,937,NA,4963,3497,10262,10217,11183
3736,"Roanoke College","VA",2,1019,NA,2227,1790,1460,13425,9405
3737,"Shenandoah University","VA",2,915,20,818,620,868,10700,9471
3739,"St. Paul's College","VA",2,NA,NA,651,581,617,5000,8426
3742,"Sweet Briar College","VA",2,1010,24,462,402,527,14500,18953
3744,"University of Richmond","VA",2,NA,NA,5892,2718,2854,14500,11984
3746,"Mary Washington College","VA",1,NA,NA,4350,2178,2997,6490,5358
3747,"Clinch Valley Coll. of  the Univ. of Virginia","VA",1,855,NA,689,561,1125,7168,4417
3749,"George Mason University","VA",1,NA,NA,5653,4326,9528,10800,6751
3752,"Virginia Intermont College","VA",2,837,19,411,354,495,8170,NA
3753,"Virginia Military Institute","VA",1,1025,22,904,683,1191,9020,10709
3754,"Virginia Tech","VA",1,NA,NA,15712,11719,18511,10260,8944
3764,"Virginia State University","VA",1,NA,NA,2996,2440,3006,5587,5733
3765,"Norfolk State University","VA",1,NA,NA,4066,3891,6640,6276,5000
3766,"Virginia Union University","VA",2,660,NA,1847,1610,1298,7384,6757
3767,"Virginia Wesleyan College","VA",2,NA,NA,1470,900,1130,10900,7804
3768,"Washington and Lee University","VA",2,NA,NA,3315,1096,1584,13750,15736
6968,"University of Virginia","VA",1,NA,NA,15849,5384,11278,12212,13597
10392,"Liberty University","VA",2,NA,NA,2814,2810,3350,5700,NA
29261,"Christendom College","VA",2,1136,23,81,72,139,8730,10922
3682,"Bennington College","VT",2,1116,NA,519,327,457,21700,16364
3683,"Castleton State College","VT",1,875,21,1257,940,1547,7656,6318
3685,"College of St. Joseph","VT",2,790,NA,141,118,201,8300,6936
3686,"Goddard College","VT",2,1000,NA,96,87,257,13936,4557
3687,"Green Mountain College","VT",2,880,NA,780,628,545,11750,6475
3688,"Johnson State College","VT",1,848,NA,833,669,1224,7656,6564
3689,"Lyndon State College","VT",1,NA,NA,535,502,959,7320,7114
3690,"Marlboro College","VT",2,1070,NA,268,187,260,18375,11767
3691,"Middlebury College","VT",2,NA,NA,3456,1171,2016,25750,21426
3692,"Norwich University","VT",2,NA,20,1743,1625,1862,14134,9209
3693,"Southern Vermont College","VT",2,NA,NA,520,204,418,8940,6479
3694,"Saint Michael's College","VT",2,1003,NA,1910,1380,1715,13030,10190
3695,"Trinity College","VT",2,830,NA,222,185,484,11010,9586
3696,"University of Vermont","VT",1,1041,NA,7663,6008,7353,15516,12646
3771,"Central Washington University","WA",1,NA,NA,2785,2011,6507,7242,6413
3775,"Eastern Washington University","WA",1,750,17,2231,1908,6561,7974,7451
3777,"Heritage College","WA",2,NA,NA,97,62,286,5820,5188
3778,"Gonzaga University","WA",2,1031,25,1886,1524,2523,13000,9553
3785,"Pacific Lutheran University","WA",2,1005,23,1603,1392,2580,13312,9431
3788,"Seattle Pacific University","WA",2,953,NA,1183,1016,1922,12669,10368
3790,"Seattle University","WA",2,989,24,2115,1540,2993,12825,10175
3794,"St. Martin's College","WA",2,940,19,191,165,494,11550,9209
3797,"University of Puget Sound","WA",2,1101,26,4044,2826,2738,16230,11217
3798,"University of Washington","WA",1,NA,NA,12749,7025,20356,8199,16527
3799,"Walla Walla College","WA",2,NA,22,559,402,1522,10671,7115
3800,"Washington State University","WA",1,NA,NA,6540,5839,14445,8200,10912
3802,"Western Washington University","WA",1,1000,24,5548,3563,8909,8124,7203
3803,"Whitman College","WA",2,1150,27,1861,998,1220,16670,13198
3804,"Whitworth College","WA",2,1034,24,1121,926,1270,12660,8328
8155,"Evergreen State College","WA",1,1042,NA,1801,1101,3065,6297,8355
3832,"Alverno College","WI",2,NA,20,494,313,1317,8352,8127
3835,"Beloit College","WI",2,1124,26,1320,923,1085,16304,12957
3838,"Carroll College","WI",2,NA,22,1160,991,1357,12200,7666
3839,"Carthage College","WI",2,980,22,1616,1427,1405,13125,7364
3842,"Concordia University Wisconsin","WI",2,NA,22,845,690,1870,9300,4677
3854,"Lakeland College","WI",2,NA,20,497,452,887,9400,4054
3856,"Lawrence University","WI",2,NA,NA,1243,947,1129,17163,13965
3861,"Marian College of Fond du Lac","WI",2,NA,20,824,670,1160,9400,5352
3863,"Marquette University","WI",2,1053,25,5152,4600,7016,11610,9982
3868,"Milwaukee School of Engineering","WI",2,NA,25,1217,1088,1773,11505,7140
3869,"Mount Mary College","WI",2,1030,20,235,217,931,8950,7016
3875,"Northland College","WI",2,965,21,907,802,726,9570,7774
3884,"Ripon College","WI",2,1070,24,587,501,735,15200,12472
3892,"St. Norbert College","WI",2,1167,24,1334,1243,1946,12140,8595
3895,"University of Wisconsin at Madison","WI",1,NA,NA,14901,10932,23945,9096,11006
3896,"University of Wisconsin at Milwaukee","WI",1,NA,22,5244,3782,11561,8786,8094
3899,"University of Wisconsin at Green Bay","WI",1,NA,22,2409,1939,3819,6900,5968
3911,"Viterbo College","WI",2,NA,22,647,518,1014,9140,8050
3915,"University of Wisconsin-Stout","WI",1,NA,21,2593,1966,6038,6704,6254
3917,"Univ. of Wisconsin at Eau Claire","WI",1,985,23,5729,4520,8516,6996,6139
3919,"Univ.  of Wisconsin at La Crosse","WI",1,NA,NA,4918,3965,7306,7157,5946
3921,"Univ. of Wisconsin at Platteville","WI",1,NA,22,2733,2000,4381,6400,7100
3923,"Univ. of Wisconsin at River Falls","WI",1,NA,NA,NA,NA,4342,7092,6460
3924,"Univ. of Wisconsin at Stevens Point","WI",1,NA,22,4191,3090,7198,7142,NA
3925,"University of Wisconsin-Superior","WI",1,NA,21,910,910,1434,7032,6490
3926,"University of Wisconsin-Whitewater","WI",1,NA,21,4400,3719,7804,6950,5559
5015,"University of Wisconsin at Parkside","WI",1,NA,20,1705,1339,2999,NA,6855
9630,"Univ. of Wisconsin at OshKosh","WI",1,NA,22,4800,2900,7764,6874,5901
21366,"Wisconsin Lutheran College","WI",2,NA,23,152,128,282,9100,8960
3806,"Alderson-Broaddus College","WV",2,837,20,582,498,799,10468,8991
3808,"Bethany College","WV",2,927,23,664,515,712,15700,10941
3809,"Bluefield State College","WV",1,780,19,1046,832,1463,4498,2520
3810,"Concord College","WV",2,NA,20,1497,1469,2028,4426,4311
3811,"Davis & Elkins College","WV",2,836,19,629,501,754,9400,8813
3812,"Fairmont State College","WV",1,NA,19,2485,1800,4540,4238,3191
3813,"Glenville State College","WV",1,NA,19,1246,1246,1595,4080,3689
3815,"Marshall University","WV",2,915,23,4226,3666,7703,5094,6203
3818,"University of Charleston","WV",2,948,21,682,535,771,9500,7683
3820,"Salem-Teikyo University","WV",2,NA,22,489,384,700,10575,8946
3822,"Shepherd College","WV",2,903,24,1405,1167,2452,4694,3485
3823,"West Liberty State College","WV",1,NA,19,1164,1062,2138,4470,4249
3825,"West Virginia Institute of Technology","WV",1,NA,20,1594,1572,2432,NA,4325
3826,"West Virginia State College","WV",1,NA,18,1869,NA,2817,4616,3839
3827,"West Virginia University","WV",1,946,22,9630,7801,14524,6370,8318
3830,"West Virginia Wesleyan College","WV",2,928,23,1566,1400,1509,14200,8080
3831,"Wheeling Jesuit College","WV",2,912,22,903,755,971,10500,7494
3932,"University of Wyoming","WY",1,NA,23,2029,1516,7535,5988,8745
